Key,Summary,Status,Affected Versions
HIVE-15402,LAG's PRECEDING does not work.,Resolved,2.1.0
HIVE-15386,Expose Spark task counts and stage Ids information in SparkTask from SparkJobMonitor,Resolved,2.1.1
HIVE-15378,clean up HADOOP_USER_CLASSPATH_FIRST in bin scripts,Resolved,2.2.0
HIVE-15376,Improve heartbeater scheduling for transactions,Closed,2.2.0
HIVE-15369,Extend column pruner to account for residual filter expression in Join operator,Closed,2.2.0
HIVE-15362,Add the missing fields for 2.2.0 upgrade scripts,Resolved,2.2.0
HIVE-15361,INSERT dynamic partition on S3 fails with a MoveTask failure,Resolved,2.2.0
HIVE-15355,Concurrency issues during parallel moveFile due to HDFSUtils.setFullFileStatus,Closed,"2.1.0, 2.2.0"
HIVE-15353,Metastore throws NPE if StorageDescriptor.cols is null,Resolved,"1.1.0, 2.2.0"
HIVE-15347,LLAP: Executor memory and Xmx should have some headroom for other services,Closed,2.2.0
HIVE-15329,NullPointerException might occur when create table,Resolved,"2.0.0, 2.1.0"
HIVE-15327,Outerjoin might produce wrong result depending on joinEmitInterval value,Closed,"1.3.0, 2.2.0"
HIVE-15318,"Query ""insert into table values()"" creates the tmp table under the current database",Resolved,2.2.0
HIVE-15314,ThriftCLIService should LOG.error rather than LOG.warn when Exception occurs,Resolved,2.2.0
HIVE-15311,Analyze column stats should skip non-primitive column types,Closed,"1.2.0, 2.0.0, 2.1.0"
HIVE-15308,"Create ACID table failed intermittently: due to Postgres (SQLState=25P02, ErrorCode=0)",Closed,2.1.0
HIVE-15306,Change NOTICE file to account for JSON license components,Closed,"2.1.1, 2.2.0"
HIVE-15297,Hive should not split semicolon within quoted string literals,Closed,"2.0.0, 2.1.0"
HIVE-15295,Fix HCatalog javadoc generation with Java 8,Closed,"2.1.0, 2.2.0"
HIVE-15291,Comparison of timestamp fails if only date part is provided. ,Closed,2.1.0
HIVE-15285,err info for itests mvn building is not correct,Resolved,"2.1.0, 2.2.0"
HIVE-15283,Index is dropped from wrong table in the index_auto_mult_tables.q and index_auto_mult_tables_compact.q tests,Resolved,2.2.0
HIVE-15282,Different modification times are used when an index is built and when its staleness is checked,Resolved,2.2.0
HIVE-15275,"""beeline -f <file>"" will throw NPE ",Resolved,2.2.0
HIVE-15273,Druid http client not configured correctly,Closed,2.2.0
HIVE-15267,Make query length calculation logic more accurate in TxnUtils.needNewQuery(),Closed,"1.2.1, 2.1.0"
HIVE-15266,Edit test output of negative blobstore tests to match HIVE-15226,Resolved,2.2.0
HIVE-15257,remove useless cleanupReaders in OrcEncodedDataReader,Resolved,"2.1.0, 2.2.0"
HIVE-15251,Provide support for complex expressions in ON clauses for OUTER joins,Closed,2.2.0
HIVE-15247,Pass the purge option for drop table to storage handlers,Resolved,"1.2.1, 2.0.0, 2.1.0"
HIVE-15239,hive on spark combine equivalent work get wrong result because of  TS operation compare,Resolved,"1.2.0, 2.1.0"
HIVE-15237,Propagate Spark job failure to Hive,Resolved,2.1.0
HIVE-15234,Semijoin cardinality estimation can be improved,Closed,"2.0.0, 2.1.0"
HIVE-15233,UDF UUID() should be non-deterministic,Resolved,2.2.0
HIVE-15218,Kyro Exception on subsequent run of a query in LLAP mode,Resolved,2.2.0
HIVE-15214,"LLAP: Offer a ""slow"" mode to debug race conditions in package builder ",Resolved,2.2.0
HIVE-15211,Provide support for complex expressions in ON clauses for INNER joins,Closed,2.2.0
HIVE-15209,Set hive.strict.checks.cartesian.product to false by default,Resolved,2.2.0
HIVE-15196,LLAP UI: HIVE-14984 broke LLAP UI,Closed,2.2.0
HIVE-15190,Field names are not preserved in ORC files written with ACID,Closed,"2.1.0, 2.2.0, 3.1.0, 4.0.0"
HIVE-15186,CBO: use database triggers CBO planner & NPEs,Resolved,2.2.0
HIVE-15181,buildQueryWithINClause didn't properly handle multiples of ConfVars.METASTORE_DIRECT_SQL_MAX_ELEMENTS_IN_CLAUSE,Closed,"1.2.1, 2.1.0"
HIVE-15175,NOT IN condition is not handled correctly with predicate push down,Resolved,2.1.0
HIVE-15160,Can't order by an unselected column,Closed,"2.0.0, 2.1.0, 2.2.0, 2.3.0"
HIVE-15158,Partition Table With timestamp type on S3 storage --> Error in getting fields from serde.Invalid Field null,Resolved,2.1.0
HIVE-15155,Change Hive version shortname to 2.2.0,Resolved,2.1.0
HIVE-15143,add logging for HIVE-15024,Closed,2.2.0
HIVE-15137,metastore add partitions background thread should use current username,Closed,"2.1.1, 2.2.0"
HIVE-15123,LLAP UI: The UI should work even if the cache is disabled,Closed,"2.1.0, 2.2.0"
HIVE-15110,JDBC standalone jar is missing classes from hadoop-commons jar.,Resolved,"2.0.0, 2.1.0"
HIVE-15105,Hive shell runs out of memory on Tez,Resolved,2.0.1
HIVE-15102,Hiveptest is killing nodes where IP is reused after previous node termination,Resolved,2.2.0
HIVE-15099,PTFOperator.PTFInvocation didn't properly reset the input partition,Closed,"1.2.1, 1.3.0, 2.1.0, 2.2.0"
HIVE-15096,hplsql registerUDF conflicts with pom.xml,Resolved,"2.0.0, 2.0.1, 2.1.0"
HIVE-15091,Master: Update errata.txt for the missing JIRA number in HIVE-14909 commit msg,Resolved,2.2.0
HIVE-15090,Temporary DB failure can stop ExpiredTokenRemover thread,Closed,"1.3.0, 2.0.1, 2.1.0, 2.2.0"
HIVE-15077,Acid LockManager is unfair,Closed,2.3.0
HIVE-15070,HIVE-13062 causes the HMS schema upgrade tests to not work,Closed,2.1.0
HIVE-15065,SimpleFetchOptimizer should decide based on metastore stats when available,Closed,2.2.0
HIVE-15054,Hive insertion query execution fails on Hive on Spark,Resolved,2.0.0
HIVE-15050,Webhcat fails to start with Syslog appender,Resolved,2.1.0
HIVE-15046,Multiple fixes for Druid handler,Closed,2.2.0
HIVE-15037,Figure out whether the SCSL 3.0 license is acceptable,Resolved,2.2.0
HIVE-15036,Druid code recently included in Hive pulls in GPL jar,Closed,2.2.0
HIVE-15035,Clean up Hive licenses for binary distribution,Closed,2.1.0
HIVE-15030,Fixes in inference of collation for Tez cost model,Resolved,2.1.0
HIVE-15029,Add logic to estimate stats for BETWEEN operator,Closed,2.1.0
HIVE-15024,LLAP: ClassCastException: org.apache.hadoop.hive.common.io.DiskRangeList cannot be cast to org.apache.orc.impl.BufferChunk,Resolved,2.2.0
HIVE-14991,JDBC result set iterator has useless DEBUG log,Resolved,2.2.0
HIVE-14982,Remove some reserved keywords in Hive 2.2,Closed,2.1.0
HIVE-14981,Eliminate unnecessary MapJoin restriction in HIVE-11394,Closed,2.2.0
HIVE-14980,Minor compaction when triggered simultaniously on the same table/partition deletes data,Resolved,2.1.0
HIVE-14975,Flaky Test: TestBeelineArgParsing.testAddLocalJarWithoutAddDriverClazz,Resolved,2.2.0
HIVE-14966,JDBC: Make cookie-auth work in HTTP mode,Closed,"1.2.1, 2.1.0"
HIVE-14960,Improve the stability of TestNotificationListener,Resolved,2.1.0
HIVE-14959,Fix DISTINCT with windowing when CBO is enabled/disabled,Closed,2.1.0
HIVE-14924,MSCK REPAIR table with single threaded is throwing null pointer exception,Closed,"2.1.0, 2.2.0"
HIVE-14903,from_utc_time function issue for CET daylight savings,Resolved,2.0.1
HIVE-14884,Test result cleanup before 2.1.1 release,Resolved,2.1.1
HIVE-14873,Add UDF for extraction of 'day of week',Closed,2.1.0
HIVE-14869,Make ORC Reader resilient to 0 length files,Resolved,2.2.0
HIVE-14865,Fix comments after HIVE-14350,Closed,2.1.1
HIVE-14843,HIVE-14751 introduced ambiguity in grammar,Closed,2.2.0
HIVE-14839,Improve the stability of TestSessionManagerMetrics,Resolved,2.1.0
HIVE-14837,JDBC: standalone jar is missing hadoop core dependencies,Closed,2.2.0
HIVE-14831,Missing Druid dependencies at runtime,Closed,2.2.0
HIVE-14829,metastore.sh fails due to classpath conflict with hive-service-rpc,Resolved,"2.0.1, 2.1.0"
HIVE-14820,RPC server for spark inside HS2 is not getting server address properly,Resolved,2.0.1
HIVE-14819,FunctionInfo for permanent functions shows TEMPORARY FunctionType,Closed,2.1.0
HIVE-14814,metastoreClient is used directly in Hive cause NPE,Closed,"1.3.0, 2.1.0, 2.2.0"
HIVE-14805,Subquery inside a view will have the object in the subquery as the direct input ,Closed,2.0.1
HIVE-14798,MSCK REPAIR TABLE throws null pointer exception,Resolved,2.1.0
HIVE-14792,"AvroSerde reads the remote schema-file at least once per mapper, per table reference.",Closed,"1.2.1, 2.1.0"
HIVE-14783,bucketing column should be part of sorting for delete/update operation when spdo is on,Closed,2.2.0
HIVE-14779,make DbTxnManager.HeartbeaterThread a daemon,Closed,"1.3.0, 2.1.0"
HIVE-14773,NPE aggregating column statistics for date column in partitioned table,Closed,"1.2.0, 2.1.0"
HIVE-14766,ObjectStore.initialize() needs retry mechanisms in case of connection failures,Closed,"2.1.1, 2.2.0"
HIVE-14751,Add support for date truncation,Closed,2.2.0
HIVE-14742,Hive on spark throws NPE exception for union all query ,Resolved,2.0.0
HIVE-14739,Replace runnables directly added to runtime shutdown hooks to avoid deadlock,Closed,2.2.0
HIVE-14737,Problem accessing /logs in a Kerberized Hive Server 2 Web UI,Closed,"1.1.0, 3.1.1"
HIVE-14727,llap-server may case file descriptor leak in BuddyAllocator class,Resolved,2.2.0
HIVE-14726,delete statement fails when spdo is on,Closed,2.1.0
HIVE-14707,ACID: Insert shuffle sort-merges on blank KEY,Resolved,2.2.0
HIVE-14706,Lineage information not set properly,Closed,"2.1.0, 2.1.1"
HIVE-14698,Metastore: Datanucleus MSSQLServerAdapter generates incorrect syntax for OFFSET-FETCH clause,Resolved,2.1.0
HIVE-14697,Can not access kerberized HS2 Web UI,Closed,2.1.0
HIVE-14694,UDF rand throws NPE when input data is NULL,Resolved,2.2.0
HIVE-14690,"Query fail when hive.exec.parallel=true, with conflicting session dir",Closed,"1.3.0, 2.1.0"
HIVE-14686,"Get unexpected command type when execute query ""CREATE TABLE IF NOT EXISTS ... AS""",Resolved,"1.2.1, 2.1.0"
HIVE-14678,Hive-on-MR deprecation warning  is not diplayed when engine is set to capital letter 'MR',Closed,"2.1.0, 2.2.0"
HIVE-14674, Incorrect syntax near the keyword 'with' using MS SQL Server,Closed,"1.3.0, 2.1.0"
HIVE-14658,UDF abs throws NPE when input arg type is string,Resolved,"1.3.0, 2.2.0"
HIVE-14652,incorrect results for not in on partition columns,Closed,"2.1.0, 2.2.0"
HIVE-14648,LLAP: Avoid private pages in the SSD cache,Closed,2.2.0
HIVE-14647,Typo fixes in Beeline help,Resolved,2.2.0
HIVE-14634,TxnHandler.heartbeatTxnRange() can be done in 1 SQL statement,Resolved,"1.3.0, 2.1.1"
HIVE-14624,LLAP: Use FQDN when submitting work to LLAP ,Closed,2.2.0
HIVE-14620,metrics errors because of conflicts with hadoops older metrics jar,Resolved,"2.0.0, 2.1.0"
HIVE-14619,CASE folding can produce wrong expression,Closed,2.1.0
HIVE-14617,NPE in UDF MapValues() if input is null,Resolved,2.1.0
HIVE-14607, ORC split generation failed with exception: java.lang.ArrayIndexOutOfBoundsException: 1,Closed,2.2.0
HIVE-14591,HS2 is shut down unexpectedly during the startup time,Closed,"1.2.1, 2.1.0"
HIVE-14570,"Create table with column names ROW__ID, INPUT__FILE__NAME, BLOCK__OFFSET__INSIDE__FILE sucess but query fails",Resolved,"1.3.0, 2.2.0"
HIVE-14567,"After enabling Hive Parquet Vectorization, POWER_TEST of query24 in TPCx-BB(BigBench) failed with 1TB scale factor, but successful with 3TB scale factor",Resolved,2.2.0
HIVE-14566,LLAP IO reads timestamp wrongly,Closed,"2.0.1, 2.1.0, 2.2.0"
HIVE-14564,Column Pruning generates out of order columns in SelectOperator which cause ArrayIndexOutOfBoundsException.,Closed,2.1.0
HIVE-14563,StatsOptimizer treats NULL in a wrong way,Closed,2.1.0
HIVE-14557,Nullpointer When both SkewJoin  and Mapjoin Enabled,Closed,"1.1.0, 2.1.0"
HIVE-14556,Load data into text table fail caused by IndexOutOfBoundsException,Resolved,"1.3.0, 2.2.0"
HIVE-14530,Union All query returns incorrect results,Closed,2.1.0
HIVE-14529,Union All query returns incorrect results.,Resolved,2.1.0
HIVE-14528,"After enabling Hive Parquet Vectorization, many queries in TPCx-BB(BigBench)  failed with NullPointerException and IllegalArgumentException",Resolved,2.2.0
HIVE-14516,OrcInputFormat.SplitGenerator.callInternal() can be optimized,Closed,2.2.0
HIVE-14483, java.lang.ArrayIndexOutOfBoundsException org.apache.orc.impl.TreeReaderFactory$BytesColumnVectorUtil.commonReadByteArrays,Closed,2.1.0
HIVE-14481,Remove the comments from the query,Resolved,2.1.0
HIVE-14479,Add some join tests for acid table,Closed,2.2.0
HIVE-14463,hcatalog server extensions test cases getting stuck,Resolved,2.1.0
HIVE-14448,Queries with predicate fail when ETL split strategy is chosen for ACID tables,Closed,2.2.0
HIVE-14447,Set HIVE_TRANSACTIONAL_TABLE_SCAN to the correct job conf for FetchOperator,Closed,"1.3.0, 2.1.1, 2.2.0"
HIVE-14446,Add switch to control BloomFilter in Hybrid grace hash join and make the FPP adjustable,Closed,"1.3.0, 2.1.1, 2.2.0"
HIVE-14435,Vectorization: missed vectorization for const varchar(),Closed,2.2.0
HIVE-14433,refactor LLAP plan cache avoidance and fix issue in merge processor,Closed,"2.0.1, 2.1.1, 2.2.0"
HIVE-14424,Address CLIRestoreTest failure,Closed,2.1.0
HIVE-14420,Fix orc_llap_counters.q test failure in master,Closed,"2.1.1, 2.2.0"
HIVE-14416,NPE trying to move results of a subselect into an RDBMS using HPL/SQL,Resolved,2.1.0
HIVE-14414,Fix TestHiveMetaStoreTxns UTs,Closed,"1.3.0, 2.1.1, 2.2.0"
HIVE-14402,Vectorization: Fix Mapjoin overflow deserialization ,Closed,"2.1.0, 2.2.0"
HIVE-14400,Handle concurrent insert with dynamic partition,Closed,2.2.0
HIVE-14397,Queries ran after reopening of tez session launches additional sessions,Closed,"2.1.0, 2.2.0"
HIVE-14394,Reduce excessive INFO level logging,Closed,2.1.0
HIVE-14393,Tuple in list feature fails if there's only 1 tuple in the list,Closed,"2.0.0, 2.1.0"
HIVE-14384,CBO: Decimal constant folding is failing,Resolved,2.2.0
HIVE-14381,Handle null value in WindowingTableFunction.WindowingIterator.next(),Closed,"1.3.0, 2.1.0, 2.2.0"
HIVE-14367,Estimated size for constant nulls is 0,Closed,"2.0.0, 2.1.0"
HIVE-14363,bucketmap inner join query fails due to NullPointerException in some cases,Closed,2.2.0
HIVE-14360,"Starting BeeLine after using !save, there is an error logged: ""Error setting configuration: conf""",Closed,2.2.0
HIVE-14357,TestDbTxnManager2#testLocksInSubquery failing in branch-2.1,Closed,2.1.1
HIVE-14355,Schema evolution for ORC in llap is broken for int to string conversion,Closed,"2.1.0, 2.2.0"
HIVE-14350,"Aborted txns cause false positive ""Not enough history available..."" msgs",Closed,"1.3.0, 2.1.1"
HIVE-14349,Vectorization: LIKE should anchor the regexes,Closed,"1.2.1, 2.2.0"
HIVE-14348,Add tests for alter table exchange partition,Resolved,"1.2.1, 2.1.1"
HIVE-14346,Change the default value for hive.mapred.mode to null,Resolved,"2.1.1, 2.2.0"
HIVE-14345,Beeline result table has erroneous characters ,Resolved,"1.1.0, 2.2.0"
HIVE-14343,HiveDriverRunHookContext's command is null in HS2 mode,Resolved,2.2.0
HIVE-14342,Beeline output is garbled when executed from a remote shell,Closed,2.0.0
HIVE-14339,Fix UT failure for acid_globallimit.q,Closed,"1.3.0, 2.1.0, 2.2.0"
HIVE-14338,Delete/Alter table calls failing with HiveAccessControlException,Closed,2.1.0
HIVE-14333,ORC schema evolution from float to double changes precision and breaks filters,Closed,"2.1.0, 2.2.0"
HIVE-14330,fix LockHandle TxnHandler.acquireLock(String key) retry logic,Closed,"1.3.0, 2.1.0"
HIVE-14326,Merging outer joins without conditions can lead to wrong results,Closed,"2.1.0, 2.2.0"
HIVE-14324,ORC PPD for floats is broken,Closed,"1.3.0, 2.0.0, 2.1.0, 2.2.0"
HIVE-14322,Postgres db issues after Datanucleus 4.x upgrade,Closed,"2.0.0, 2.0.1, 2.1.0"
HIVE-14318,Vectorization: LIKE should use matches() instead of find(0),Resolved,"1.2.1, 1.3.0, 2.2.0"
HIVE-14313,Test failure TestMetaStoreMetrics.testConnections,Closed,2.2.0
HIVE-14311,No need to schedule Heartbeat task if the query doesn't require locks,Closed,"1.3.0, 2.1.1, 2.2.0"
HIVE-14310,ORC schema evolution should not completely disable PPD,Closed,"2.1.0, 2.2.0"
HIVE-14308,While using column stats estimated data size may become 0,Closed,2.1.0
HIVE-14307,Account for top operator network cost to choose side table in MapJoin conversion,Resolved,"2.1.0, 2.2.0"
HIVE-14296,Session count is not decremented when HS2 clients do not shutdown cleanly.,Closed,2.0.0
HIVE-14295,Some metastore event listeners always initialize deleteData as false,Resolved,"1.3.0, 2.1.0"
HIVE-14294,HiveSchemaConverter for Parquet doesn't translate TINYINT and SMALLINT into proper Parquet types,Resolved,"1.2.1, 2.1.0"
HIVE-14293,PerfLogger.openScopes should be transient,Closed,2.1.0
HIVE-14292,ACID table creation fails on mysql with MySQLIntegrityConstraintViolationException,Closed,"1.3.0, 2.1.0"
HIVE-14283,Beeline tests are broken,Resolved,2.2.0
HIVE-14278,Migrate TestHadoop23SAuthBridge.java from Unit3 to Unit4,Closed,2.2.0
